"__mclCluster","adj_P_Val","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","DiffExpressed","Eccentricity","GNC - Common","HUB","IsSingleNode","logFC","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"2","2.471258890441091E-7","3.1707317073170733","0.005373013294918368","0.3153846153846154","0.42857142857142855","7","DOWN","6","true",,"false","-1.3241064444444446","PCSK1","10.142857142857142","0","7","0","0.8914634146341462","false","0","PCSK1","254","0.30735930735930733"
"1","6.337567468365107E-8","4.59375","0.0010284983308774629","0.21768707482993196","0.7166666666666667","16","UP","9","true",,"false","0.7148102222222221","RACGAP1","29.375","0","16","0","0.9123475609756098","false","0","RACGAP1","880","0.5340909090909091"
"1","1.1894002362937957E-6","5.2734375","0.02288742226022543","0.18962962962962962","0.35555555555555557","10","UP","9","true",,"false","1.0579795555555556","ETV1","9.3","0","10","0","0.8957698170731707","false","0","ETV1","10360","0.27058823529411763"
"2","1.4484880407224907E-4","3.5121951219512195","0.00959899929007268","0.2847222222222222","0.1111111111111111","9","DOWN","6","false",,"false","-0.637064","LINC00643","6.222222222222222","0","9","0","0.874390243902439","false","0","LINC00643","402","0.2982456140350877"
"1","1.462361448422411E-6","4.625","0.0020905148001040684","0.21621621621621623","0.6285714285714286","15","UP","9","true",,"false","0.7165557777777777","PRR11","25.666666666666668","0","15","0","0.9115853658536586","false","0","PRR11","924","0.4935897435897436"
"1","1.3255674392262854E-9","3.8828125","0.2612742294109377","0.2575452716297787","0.29004329004329005","22","UP","7","true","1","false","2.1946748888888896","COL11A1","10.227272727272727","0","22","0","0.9296875","false","0","COL11A1","52916","0.1958041958041958"
"2","0.0023950669511893694","3.292682926829268","0.0011346250897279943","0.3037037037037037","0.5","4","DOWN","6","true",,"false","-0.9732322222222223","CHGB","11.5","0","4","0","0.8853658536585366","false","0","CHGB","114","0.39655172413793105"
"1","1.6861981870256434E-7","4.6171875","5.733214731698233E-4","0.21658206429780033","0.5904761904761905","15","UP","9","true",,"false","1.1088968888888888","TPX2","27.8","0","15","0","0.9117759146341463","false","0","TPX2","116","0.5245283018867924"
"1","9.284517760425144E-10","4.5","0.044266182154224634","0.2222222222222222","0.3","21","UP","8","true",,"false","1.5692448888888888","COL10A1","10.0","0","21","0","0.9146341463414634","false","0","COL10A1","9650","0.22116402116402117"
"2","7.724844332705899E-4","4.012195121951219","0.0","0.24924012158054715","0.0","1","DOWN","7","false",,"false","-0.6751838888888889","CFC1B","10.0","0","1","0","0.849390243902439","false","0","CFC1B","0","0.0"
"2","2.7322847151739455E-4","3.207317073170732","0.012168384782194001","0.311787072243346","0.2","11","DOWN","6","true",,"false","-0.6474795555555556","BMP5","7.0","0","11","0","0.8896341463414634","false","0","BMP5","604","0.2413793103448276"
"1","1.8740779581059117E-8","4.6875","0.01937445608267505","0.21333333333333335","0.5238095238095238","7","UP","8","true",,"false","1.590433777777778","ANTXR1","13.285714285714286","0","7","0","0.9100609756097561","false","0","ANTXR1","3232","0.3552123552123552"
"1","6.381614487794128E-6","4.6171875","0.0013745018455882598","0.21658206429780033","0.32967032967032966","14","UP","9","true",,"false","0.6018504444444444","MCM4","20.5","0","14","0","0.9117759146341463","false","0","MCM4","600","0.37962962962962965"
"2","1.0996248655788643E-4","3.3292682926829267","0.012214938554756966","0.30036630036630035","0.10714285714285714","8","DOWN","6","true",,"false","-0.9151411111111112","ABCC8","8.125","0","8","0","0.8835365853658537","false","0","ABCC8","584","0.33152173913043476"
"1","1.6123630464754638E-7","4.5703125","0.009799351324289406","0.2188034188034188","0.5730994152046783","19","UP","9","true",,"false","0.8314620000000001","UBE2T","23.63157894736842","0","19","0","0.9129192073170732","false","0","UBE2T","5038","0.4296650717703349"
"5","8.799251635990576E-9","1.7058823529411764","0.08009521116138764","0.5862068965517242","0.38095238095238093","7","DOWN","3","true","1","false","-0.7213986666666664","SETBP1","6.285714285714286","0","7","0","0.9294117647058824","false","0","SETBP1","94","0.41904761904761906"
"5","1.6092726257221172E-5","1.8235294117647058","0.04037990196078431","0.5483870967741935","0.5","5","DOWN","3","true",,"false","-0.8016246666666667","SEPP1","6.6","0","5","0","0.9176470588235294","false","0","SEPP1","34","0.44"
"1","2.820733277866588E-7","4.5546875","0.00697236885887769","0.2195540308747856","0.5095238095238095","21","UP","9","true",,"false","0.6414566666666667","TRIP13","22.238095238095237","0","21","0","0.9133003048780488","false","0","TRIP13","3880","0.4043290043290043"
"1","2.0311443428596944E-5","5.1484375","0.001688322104018302","0.19423368740515934","0.6081871345029239","19","UP","10","true",,"false","0.6952464444444444","KIF11","24.736842105263158","0","19","0","0.8988185975609756","false","0","KIF11","256","0.4667328699106256"
"4","4.6392127485085977E-11","3.8333333333333335","0.0","0.2608695652173913","0.0","1","UP","7","true",,"false","1.4664628888888886","NQO1","4.0","0","1","0","0.7424242424242423","false","0","NQO1","0","0.0"
"3","3.0915190262303287E-6","1.8620689655172413","0.00634920634920635","0.5370370370370371","0.3","5","DOWN","3","true",,"false","-1.265964888888889","GRB14","14.8","0","5","0","0.9625187406296851","false","0","GRB14","20","0.5285714285714286"
"5","1.834537354369366E-4","2.3529411764705883","0.003935708898944193","0.425","0.0","2","DOWN","4","true",,"false","-0.8371957777777776","OGN","6.0","0","2","0","0.8647058823529411","false","0","OGN","6","0.625"
"3","5.459989133956213E-5","2.0344827586206895","5.336617405582923E-4","0.4915254237288136","0.0","3","DOWN","4","false",,"false","-1.842293111111111","CPB1","21.0","0","3","0","0.9550224887556221","false","0","CPB1","10","0.8695652173913043"
"1","8.055423555875446E-7","4.515625","0.004665317968398817","0.22145328719723184","0.5299145299145299","27","UP","9","true",,"false","0.6238691111111112","RAD51AP1","23.444444444444443","0","27","0","0.9142530487804879","false","0","RAD51AP1","3604","0.43415637860082307"
"1","1.406436178051829E-6","5.125","8.306122974656645E-4","0.1951219512195122","0.680952380952381","21","UP","10","true",,"false","0.7272415555555556","FANCI","27.714285714285715","0","21","0","0.899390243902439","false","0","FANCI","190","0.5132275132275133"
"1","6.416480703975819E-7","4.4921875","0.006474991077465328","0.22260869565217392","0.5049261083743842","29","UP","9","true",,"false","0.8128402222222224","PRC1","23.482758620689655","0","29","0","0.9148246951219512","false","0","PRC1","4200","0.4269592476489028"
"5","8.278453336981796E-8","2.1176470588235294","0.07903469079939669","0.4722222222222222","0.16666666666666666","4","DOWN","4","false",,"false","-1.1579211111111112","ANGPTL1","5.75","0","4","0","0.8882352941176471","false","0","ANGPTL1","116","0.525"
"1","1.0289582397622292E-8","6.265625","0.0","0.1596009975062344","0.0","1","UP","10","true",,"false","1.0548757777777777","SGIP1","10.0","0","1","0","0.8715701219512195","false","0","SGIP1","0","0.0"
"1","1.1408391348012157E-6","5.3984375","0.0","0.18523878437047755","1.0","2","UP","10","true",,"false","0.7059968888888888","FANCD2","29.5","0","2","0","0.8927210365853658","false","0","FANCD2","0","0.7564102564102564"
"1","1.075182490772331E-7","4.4609375","0.023343570584694818","0.22416812609457093","0.48588709677419356","32","UP","9","true",,"false","0.8693904444444444","NEK2","22.625","0","32","0","0.9155868902439024","false","0","NEK2","7086","0.4107954545454545"
"2","2.3048791939475128E-7","3.597560975609756","0.0","0.27796610169491526","1.0","2","DOWN","7","true",,"false","-1.0356757777777776","KIF1A","8.0","0","2","0","0.8701219512195122","false","0","KIF1A","0","0.6153846153846154"
"1","1.8790966575522716E-6","4.4140625","0.02134654153089978","0.22654867256637168","0.4438122332859175","38","UP","9","true",,"false","0.6649362222222223","KIF4A","21.657894736842106","0","38","0","0.9167301829268293","false","0","KIF4A","10680","0.3867481203007519"
"3","1.0710466342555981E-5","1.8275862068965518","0.008221651585554742","0.5471698113207547","0.0","5","DOWN","2","true",,"false","-2.650233777777778","CPA2","17.8","0","5","0","0.9640179910044978","false","0","CPA2","156","0.7"
"5","0.0017570603394322089","2.0","0.1256127450980392","0.5","0.3","5","DOWN","4","false",,"false","-0.8200955555555554","SCN7A","5.2","0","5","0","0.9","false","0","SCN7A","92","0.4166666666666667"
"1","1.7756150164403735E-6","4.390625","0.020326046682262764","0.2277580071174377","0.4317073170731707","41","UP","9","true",,"false","0.7365871111111113","KIF14","21.097560975609756","0","41","0","0.9173018292682927","false","0","KIF14","11870","0.37674216027874563"
"1","3.5592698596694272E-9","5.1953125","2.3303086223387516E-4","0.1924812030075188","0.7435897435897436","13","UP","10","true",,"false","1.3293737777777777","ECT2","28.615384615384617","0","13","0","0.8976753048780488","false","0","ECT2","50","0.5399129172714079"
"5","3.671241944432E-8","2.1176470588235294","0.010049019607843138","0.4722222222222222","0.5","4","DOWN","4","true",,"false","-0.6526424444444444","KAT2B","6.0","0","4","0","0.8882352941176471","false","0","KAT2B","8","0.5"
"1","1.0848951756522998E-5","4.6328125","8.675800100176614E-4","0.21585160202360876","0.5769230769230769","13","UP","9","true",,"false","0.6783","KIAA1524","24.923076923076923","0","13","0","0.9113948170731707","false","0","KIAA1524","516","0.4702467343976778"
"5","1.4541706624097793E-4","1.4705882352941178","0.23432315233785825","0.6799999999999999","0.35555555555555557","10","DOWN","3","true","1","false","-1.4541744444444444","C7","5.6","0","10","0","0.9529411764705882","false","0","C7","216","0.35"
"3","5.716014791168094E-5","1.896551724137931","0.003231978778305159","0.5272727272727272","0.0","4","DOWN","3","true",,"false","-2.0943071111111116","CPA1","20.0","0","4","0","0.9610194902548725","false","0","CPA1","74","0.7916666666666666"
"3","2.3519332482243742E-5","1.896551724137931","0.003231978778305159","0.5272727272727272","0.0","4","DOWN","3","true",,"false","-2.793808","GP2","20.0","0","4","0","0.9610194902548725","false","0","GP2","74","0.7916666666666666"
"1","7.243364379227403E-6","4.609375","0.0041110789042015285","0.21694915254237288","0.5833333333333334","16","UP","9","true",,"false","0.6268377777777777","FOXM1","22.5","0","16","0","0.9119664634146342","false","0","FOXM1","1794","0.42452830188679247"
"1","9.321793412653398E-7","5.15625","5.129131902605118E-4","0.19393939393939394","0.7192982456140351","19","UP","10","true",,"false","0.8758622222222221","CEP55","27.157894736842106","0","19","0","0.8986280487804879","false","0","CEP55","120","0.5222672064777328"
"2","0.0044626963752926255","3.451219512195122","0.0","0.28975265017667845","1.0","2","DOWN","6","false",,"false","-0.7876713333333334","RN7SL826P","13.5","0","2","0","0.8774390243902438","false","0","RN7SL826P","0","0.5869565217391305"
"3","3.0736232918388955E-6","2.103448275862069","1.2315270935960593E-4","0.4754098360655738","0.0","2","DOWN","4","true",,"false","-2.5885804444444442","ERP27","22.0","0","2","0","0.9520239880059971","false","0","ERP27","2","0.9130434782608695"
"5","5.747813505243386E-5","1.588235294117647","0.23838141025641021","0.6296296296296297","0.2777777777777778","9","DOWN","3","true","1","false","-0.8406804444444446","ASPA","5.111111111111111","0","9","0","0.9411764705882353","false","0","ASPA","232","0.34074074074074073"
"2","0.015202168069637036","5.317073170731708","0.0","0.18807339449541283","0.0","1","DOWN","8","true",,"false","-1.13885","GCG","5.0","0","1","0","0.7841463414634147","false","0","GCG","0","0.0"
"1","1.0383553689073086E-5","4.3984375","0.022016947170504633","0.22735346358792186","0.4512820512820513","40","UP","9","true",,"false","0.6071813333333332","EXO1","21.5","0","40","0","0.9171112804878049","false","0","EXO1","12988","0.38392857142857145"
"1","9.02027816604233E-6","5.0703125","0.0022719380727248663","0.19722650231124808","0.5978835978835979","28","UP","10","true",,"false","0.8161700000000001","CDK1","24.321428571428573","0","28","0","0.9007240853658537","false","0","CDK1","390","0.4503968253968254"
"1","1.2783945200324667E-6","4.453125","0.017967108949471983","0.22456140350877193","0.49019607843137253","34","UP","9","true",,"false","0.6927617777777778","DTL","22.11764705882353","0","34","0","0.9157774390243902","false","0","DTL","4924","0.409041394335512"
"2","1.2510855355629864E-4","3.524390243902439","0.03174475934528375","0.2837370242214533","0.0","3","DOWN","6","true",,"false","-1.3557504444444446","SLC30A8","5.666666666666667","0","3","0","0.873780487804878","false","0","SLC30A8","1112","0.42424242424242425"
"5","2.7452647308003234E-5","1.7647058823529411","0.1070889894419306","0.5666666666666667","0.2","6","DOWN","3","false",,"false","-1.104388","ABCA8","5.5","0","6","0","0.9235294117647058","false","0","ABCA8","122","0.3974358974358974"
"5","1.2487641303710944E-5","1.7647058823529411","0.055392156862745096","0.5666666666666667","0.4","5","DOWN","3","true",,"false","-0.8951895555555556","ABCA10","6.8","0","5","0","0.9235294117647058","false","0","ABCA10","66","0.425"
"1","8.170701920599516E-8","4.5703125","0.0027012446784912335","0.2188034188034188","0.6081871345029239","19","UP","9","true",,"false","0.9611026666666665","CENPI","25.473684210526315","0","19","0","0.9129192073170732","false","0","CENPI","2158","0.4631578947368421"
"1","3.2210073132332323E-7","4.5078125","0.008217085019332238","0.2218370883882149","0.5555555555555556","27","UP","9","true",,"false","0.9927524444444444","CCNB1","24.25925925925926","0","27","0","0.9144435975609756","false","0","CCNB1","5110","0.44107744107744107"
"1","6.484259881248881E-6","5.25","2.771734045977079E-4","0.19047619047619047","0.6388888888888888","9","UP","10","true",,"false","0.7747435555555555","CASC5","26.666666666666668","0","9","0","0.8963414634146342","false","0","CASC5","36","0.5333333333333333"
"1","9.895506307554699E-6","4.515625","0.007183191787436832","0.22145328719723184","0.5213675213675214","27","UP","9","true",,"false","0.7053688888888888","CCNA2","23.333333333333332","0","27","0","0.9142530487804879","false","0","CCNA2","5138","0.43209876543209874"
"1","1.3450641852797779E-5","4.53125","0.00486702620375993","0.2206896551724138","0.5733333333333334","25","UP","9","true",,"false","0.6530971111111111","BUB1B","24.12","0","25","0","0.9138719512195121","false","0","BUB1B","2688","0.44666666666666666"
"1","4.907918917321906E-5","4.8046875","1.1431676509186352E-4","0.208130081300813","0.6666666666666666","3","UP","8","true",,"false","1.2233471111111114","COL6A3","12.333333333333334","0","3","0","0.907202743902439","false","0","COL6A3","10","0.4567901234567901"
"1","3.849220007569097E-9","4.75","0.001712934719034596","0.21052631578947367","0.23809523809523808","7","UP","9","true",,"false","1.2634424444444443","ARNTL2","17.714285714285715","0","7","0","0.9085365853658537","false","0","ARNTL2","832","0.39935064935064934"
"1","4.3871351237487277E-7","4.6171875","0.003277768845548904","0.21658206429780033","0.6323529411764706","17","UP","9","true",,"false","1.1643182222222224","MKI67","26.235294117647058","0","17","0","0.9117759146341463","false","0","MKI67","2454","0.5144175317185697"
"3","9.971014241887019E-6","1.9655172413793103","0.003799945265462507","0.5087719298245614","0.0","4","DOWN","4","true",,"false","-2.4767375555555557","SERPINI2","18.0","0","4","0","0.9580209895052474","false","0","SERPINI2","68","0.7391304347826086"
"1","5.716084590268505E-7","4.609375","0.0016518952910284258","0.21694915254237288","0.5416666666666666","16","UP","9","true",,"false","1.112734888888889","DLGAP5","26.875","0","16","0","0.9119664634146342","false","0","DLGAP5","966","0.5070754716981132"
"5","1.108345448541215E-8","2.9411764705882355","0.003676470588235294","0.33999999999999997","0.0","2","DOWN","5","true",,"false","-1.345264222222222","LIFR","3.5","0","2","0","0.8058823529411765","false","0","LIFR","6","0.8333333333333334"
"6","1.0881220654063944E-5","1.3571428571428572","0.23335949764521194","0.7368421052631579","0.3611111111111111","9","UP","2","true","1","false","0.8023553333333331","IFI6","4.777777777777778","0","9","0","0.9642857142857142","false","0","IFI6","94","0.3412698412698413"
"6","4.427686983345412E-7","1.9285714285714286","0.07953950811093669","0.5185185185185185","0.3333333333333333","3","UP","3","true",,"false","0.930358888888889","EPSTI1","7.0","0","3","0","0.9071428571428571","false","0","EPSTI1","40","0.6060606060606061"
"1","1.9905129657309926E-6","4.4609375","0.019131408076330465","0.22416812609457093","0.4678030303030303","33","UP","9","true",,"false","0.8619806666666668","BUB1","22.515151515151516","0","33","0","0.9155868902439024","false","0","BUB1","5130","0.409366391184573"
"1","1.3277613068014959E-5","4.7109375","2.184817665813877E-4","0.21227197346600332","0.3333333333333333","6","UP","9","true",,"false","0.7337595555555555","BRIP1","22.833333333333332","0","6","0","0.9094893292682927","false","0","BRIP1","48","0.46875"
"2","1.1044173248550532E-4","3.048780487804878","0.012172347049498856","0.328","0.16666666666666666","4","DOWN","5","true",,"false","-0.6022723333333333","UNC80","11.5","0","4","0","0.8975609756097562","false","0","UNC80","1314","0.4230769230769231"
"1","3.724177253480248E-6","4.234375","0.016411375273511074","0.23616236162361623","0.0","3","UP","7","true",,"false","0.8314984444444443","COL5A1","10.333333333333334","0","3","0","0.9211128048780488","false","0","COL5A1","6202","0.37333333333333335"
"3","4.461667374712265E-6","1.5862068965517242","0.16495621237000546","0.6304347826086957","0.014705882352941176","17","DOWN","3","true","1","false","-1.449365333333333","GSTA2","4.235294117647059","0","17","0","0.974512743628186","false","0","GSTA2","826","0.3411764705882353"
"3","1.9908201183419536E-4","2.5517241379310347","0.0","0.3918918918918919","0.0","1","DOWN","4","true",,"false","-1.233801222222222","AMY2A","17.0","0","1","0","0.9325337331334332","false","0","AMY2A","0","0.0"
"1","6.069622646474312E-5","5.5234375","0.0","0.18104667609618105","0.0","1","UP","9","true",,"false","0.7186226666666666","PDPN","14.0","0","1","0","0.889672256097561","false","0","PDPN","0","0.0"
"2","5.316160154916692E-6","3.5853658536585367","0.0020557013330274394","0.2789115646258503","0.26666666666666666","6","DOWN","6","true",,"false","-1.2012935555555557","SCG3","7.0","0","6","0","0.8707317073170732","false","0","SCG3","52","0.3106060606060606"
"2","0.0020087954403100144","2.9390243902439024","0.006956076098980859","0.34024896265560167","0.4358974358974359","13","DOWN","6","true",,"false","-1.0734759999999999","SLC3A1","12.307692307692308","0","13","0","0.9030487804878049","false","0","SLC3A1","400","0.32388663967611336"
"1","2.3887775614358166E-7","5.4765625","2.8800110923634547E-4","0.1825962910128388","0.0","2","UP","9","true",,"false","0.9922086666666666","PALLD","8.5","0","2","0","0.8908155487804879","false","0","PALLD","20","0.5357142857142857"
"1","5.0472530398370055E-5","4.75","1.32658311177012E-4","0.21052631578947367","0.6666666666666666","3","UP","8","true",,"false","1.3701904444444444","COL3A1","16.0","0","3","0","0.9085365853658537","false","0","COL3A1","14","0.48484848484848486"
"2","2.223917107836179E-4","3.451219512195122","0.0015820752820868613","0.28975265017667845","0.16666666666666666","4","DOWN","6","false",,"false","-0.9506513333333332","PCSK2","12.0","0","4","0","0.8774390243902438","false","0","PCSK2","192","0.5227272727272727"
"2","4.35329747394436E-4","3.3048780487804876","0.03551288937720073","0.3025830258302583","0.19047619047619047","7","DOWN","6","false",,"false","-0.6792197777777779","ST18","7.285714285714286","0","7","0","0.8847560975609756","false","0","ST18","992","0.2742857142857143"
"2","4.062960236920054E-4","3.451219512195122","0.002360979071183324","0.28975265017667845","0.16666666666666666","4","DOWN","6","true",,"false","-0.8286082222222221","NOL4","11.0","0","4","0","0.8774390243902438","false","0","NOL4","206","0.4772727272727273"
"2","6.579927764589628E-5","2.8536585365853657","0.05655420501294501","0.35042735042735046","0.3137254901960784","18","DOWN","6","true",,"false","-1.4346631111111112","SLC17A4","10.38888888888889","0","18","0","0.9073170731707318","false","0","SLC17A4","3382","0.26495726495726496"
"1","4.905346836699491E-7","5.2578125","0.018280429790026233","0.1901931649331352","0.3333333333333333","4","UP","7","true",,"false","0.9566706666666666","PFKP","4.5","0","4","0","0.8961509146341463","false","0","PFKP","2240","0.425"
"1","1.0464945437980593E-5","5.40625","1.1356753482737735E-5","0.18497109826589594","0.0","2","UP","10","true",,"false","0.7785173333333334","GPSM2","25.0","0","2","0","0.8925304878048781","false","0","GPSM2","4","0.6666666666666666"
"2","4.361048141482635E-4","3.6707317073170733","2.435805687838208E-4","0.2724252491694352","0.6666666666666666","3","DOWN","6","true",,"false","-0.7625071111111111","RFX6","9.666666666666666","0","3","0","0.8664634146341463","false","0","RFX6","28","0.5087719298245614"
"2","3.822903014723115E-4","3.402439024390244","0.0012261765050076354","0.2939068100358423","0.5","4","DOWN","6","true",,"false","-0.638216888888889","MTMR7","11.0","0","4","0","0.8798780487804878","false","0","MTMR7","96","0.4673913043478261"
"1","1.162258353541071E-5","4.71875","1.8664885515667733E-4","0.2119205298013245","0.6666666666666666","3","UP","8","true",,"false","1.4878544444444441","COL1A2","16.666666666666668","0","3","0","0.9092987804878049","false","0","COL1A2","38","0.47619047619047616"
"2","8.508210780360908E-5","3.1707317073170733","0.04318854664821979","0.3153846153846154","0.3516483516483517","14","DOWN","6","true",,"false","-0.7286513333333333","RAP1GAP","10.214285714285714","0","14","0","0.8914634146341462","false","0","RAP1GAP","2218","0.29831932773109243"
"2","1.75329388269039E-5","3.5121951219512195","0.0","0.2847222222222222","1.0","2","DOWN","6","true",,"false","-0.7432017777777777","HMGCLL1","15.5","0","2","0","0.874390243902439","false","0","HMGCLL1","0","0.7380952380952381"
"2","3.5057511167765464E-4","2.6219512195121952","0.06399527047166378","0.38139534883720927","0.36764705882352944","17","DOWN","5","true","1","false","-1.1098868888888889","ONECUT1","12.0","0","17","0","0.9189024390243903","false","0","ONECUT1","2854","0.2727272727272727"
"1","6.632426144438285E-8","4.859375","0.0","0.2057877813504823","1.0","2","UP","7","true",,"false","1.3526864444444446","HK2","7.5","0","2","0","0.9058689024390244","false","0","HK2","0","0.75"
"1","1.2895967377341287E-5","4.890625","0.0","0.20447284345047922","1.0","2","UP","8","true",,"false","1.5020928888888887","COL1A1","13.0","0","2","0","0.9051067073170732","false","0","COL1A1","0","0.65"
"2","3.115946614342142E-5","2.6707317073170733","0.04890210181500722","0.3744292237442922","0.27472527472527475","14","DOWN","5","false","1","false","-1.5883822222222221","KCNJ16","11.357142857142858","0","14","0","0.9164634146341463","false","0","KCNJ16","2532","0.2770034843205575"
"6","2.4147344928674703E-6","2.642857142857143","0.0","0.3783783783783784","0.0","1","UP","4","true",,"false","0.8149493333333334","MX2","5.0","0","1","0","0.8357142857142857","false","0","MX2","0","0.0"
"2","1.2783924385334597E-4","3.2804878048780486","0.010318191773013475","0.3048327137546469","0.2857142857142857","8","DOWN","6","true",,"false","-0.836574","GAD2","8.875","0","8","0","0.8859756097560976","false","0","GAD2","446","0.3017241379310345"
"4","0.0013824871685972362","2.75","0.0","0.36363636363636365","0.0","1","UP","5","true",,"false","0.7362048888888888","ELF3","11.0","0","1","0","0.8409090909090909","false","0","ELF3","0","0.0"
"1","2.6016915972675454E-6","5.421875","0.0","0.1844380403458213","1.0","2","UP","9","true",,"false","0.7513926666666665","WNT2","15.0","0","2","0","0.8921493902439024","false","0","WNT2","0","0.6818181818181818"
"2","1.8984641694264183E-6","2.6951219512195124","0.03953575729370662","0.3710407239819004","0.31666666666666665","16","DOWN","6","true",,"false","-2.006714","F11","12.4375","0","16","0","0.9152439024390244","false","0","F11","3520","0.2763888888888889"
"2","9.839537717354535E-5","2.7439024390243905","0.11744296718887522","0.3644444444444444","0.1","5","DOWN","5","true",,"false","-1.307063111111111","GC","7.8","0","5","0","0.9128048780487805","false","0","GC","3648","0.2482758620689655"
"1","1.474264788280057E-10","4.3203125","0.0502232736268428","0.2314647377938517","0.42857142857142855","7","UP","6","true",,"false","1.8381028888888888","SLC2A1","5.428571428571429","0","7","0","0.919016768292683","false","0","SLC2A1","7138","0.31932773109243695"
"2","1.6124347877280143E-6","3.6219512195121952","0.023331228195384038","0.27609427609427606","0.0","2","DOWN","6","false",,"false","-1.4543064444444447","G6PC2","5.0","0","2","0","0.8689024390243902","false","0","G6PC2","838","0.5714285714285714"
"1","1.5268353777470672E-7","5.34375","0.0","0.1871345029239766","1.0","3","UP","9","false",,"false","0.7837400000000002","TNFSF4","17.333333333333332","0","3","0","0.8940548780487805","false","0","TNFSF4","0","0.5777777777777777"
"1","4.642520115472645E-7","5.765625","0.0","0.17344173441734417","1.0","2","DOWN","8","true",,"false","-0.9820913333333334","PDCD4","6.0","0","2","0","0.883765243902439","false","0","PDCD4","0","0.6666666666666666"
"2","1.0576378837464936E-4","2.7560975609756095","0.029254601637282118","0.36283185840707965","0.4175824175824176","14","DOWN","6","true",,"false","-1.3135133333333335","DCDC2","13.285714285714286","0","14","0","0.9121951219512194","false","0","DCDC2","2240","0.3163265306122449"
"2","5.034384882839771E-4","3.5121951219512195","6.567970738395867E-4","0.2847222222222222","0.0","2","DOWN","6","true",,"false","-0.5881877777777779","KCNMB2","14.0","0","2","0","0.874390243902439","false","0","KCNMB2","84","0.6842105263157895"
"1","6.09312295530684E-8","3.90625","0.08857747900455616","0.256","0.42857142857142855","7","UP","6","true","1","false","0.9817077777777778","PGK1","6.142857142857143","0","7","0","0.9291158536585366","false","0","PGK1","7984","0.2792207792207792"
"3","1.2326728623296342E-4","1.9655172413793103","0.0032094964422550634","0.5087719298245614","0.3333333333333333","4","DOWN","4","true",,"false","-0.8107004444444446","MUC15","14.5","0","4","0","0.9580209895052474","false","0","MUC15","46","0.5480769230769231"
"2","0.01029075717331358","3.231707317073171","0.005529791742681709","0.30943396226415093","0.4888888888888889","10","DOWN","6","true",,"false","-1.3874426666666668","CFTR","12.6","0","10","0","0.8884146341463415","false","0","CFTR","354","0.37058823529411766"
"3","1.7082514876599702E-5","1.8275862068965518","0.006998887840780724","0.5471698113207547","0.2","5","DOWN","2","true",,"false","-2.0730926666666667","CELA3B","17.4","0","5","0","0.9640179910044978","false","0","CELA3B","88","0.6296296296296297"
"2","7.435323556636687E-8","3.4146341463414633","0.0","0.29285714285714287","0.0","1","DOWN","6","true",,"false","-0.6201866666666667","SCD5","9.0","0","1","0","0.8792682926829268","false","0","SCD5","0","0.0"
"1","5.746964774504617E-8","4.8203125","0.015625","0.20745542949756887","0.6","5","UP","7","true",,"false","1.0465662222222225","P4HA1","5.4","0","5","0","0.9068216463414634","false","0","P4HA1","1612","0.4727272727272727"
"2","0.0016196555500469349","3.2439024390243905","0.00109228069932677","0.3082706766917293","0.6666666666666666","9","DOWN","6","true",,"false","-0.8794726666666666","AMBP","15.0","0","9","0","0.8878048780487806","false","0","AMBP","58","0.4411764705882353"
"1","4.634051181455119E-9","4.828125","0.0","0.20711974110032363","1.0","4","UP","7","true",,"false","1.6243328888888888","EGLN3","6.75","0","4","0","0.9066310975609756","false","0","EGLN3","0","0.5625"
"4","2.5698335868550493E-8","4.166666666666667","0.08333333333333333","0.24","0.0","2","UP","6","true",,"false","0.7051448888888889","TRAK1","1.5","0","2","0","0.712121212121212","false","0","TRAK1","56","0.5"
"1","5.250981101310905E-7","4.7890625","0.03346890157000756","0.20880913539967375","0.32142857142857145","8","UP","7","true",,"false","1.1134006666666667","ENO2","4.0","0","8","0","0.9075838414634146","false","0","ENO2","3804","0.3229166666666667"
"1","1.3779022297783962E-5","5.78125","0.0","0.17297297297297298","0.0","1","UP","8","true",,"false","0.6513148888888889","ALDOC","8.0","0","1","0","0.8833841463414634","false","0","ALDOC","0","0.0"
"4","9.034439691198249E-10","5.125","0.0","0.1951219512195122","0.0","1","UP","7","true",,"false","1.1160297777777781","MTMR11","2.0","0","1","0","0.625","false","0","MTMR11","0","0.0"
"2","1.7082501221447316E-4","3.707317073170732","0.0","0.26973684210526316","0.0","1","DOWN","7","false",,"false","-0.606594","SFRP5","16.0","0","1","0","0.8646341463414634","false","0","SFRP5","0","0.0"
"3","1.1557610057373458E-5","1.896551724137931","0.003231978778305159","0.5272727272727272","0.0","4","DOWN","3","true",,"false","-2.2463915555555554","CELA3A","20.0","0","4","0","0.9610194902548725","false","0","CELA3A","74","0.7916666666666666"
"4","2.9084539350564335E-4","2.2916666666666665","0.09541062801932368","0.4363636363636364","0.3333333333333333","4","UP","5","true","1","false","0.9706664444444445","POF1B","6.0","0","4","0","0.8825757575757577","false","0","POF1B","114","0.38333333333333336"
